OTU	Test-Statistic	P	FDR_P	Bonferroni_P	male_mean	female_mean
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Helicobacteraceae	0.242555990488	0.622366108136	0.805941722766	1.0	0.000108916799423	4.50712969289e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae	0.203157036236	0.652184554842	0.814865004882	1.0	1.36225839195e-06	1.93723370592e-06
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae	0.199503567899	0.655121850417	0.814865004882	1.0	1.38431337556e-05	5.11260475734e-05
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Promicromonosporaceae	0.195170268762	0.658647838891	0.814865004882	1.0	2.02865140767e-05	2.75831144762e-05
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sanguibacteraceae	0.188340676915	0.6643012607	0.814865004882	1.0	6.5285832436e-07	1.09672022867e-06
k__Bacteria; p__SR1; c__; o__; f__	0.188254702082	0.664373200725	0.814865004882	1.0	2.07745243479e-06	7.0431261549e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiopsaceae	0.188048865059	0.664545515599	0.814865004882	1.0	0.000481816805714	0.000562082488558
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__	0.183821449871	0.668109508836	0.814865004882	1.0	4.93609036992e-06	2.25908490876e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae	0.182619344291	0.66913181417	0.814865004882	1.0	5.15882583215e-06	1.21808281138e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__	0.176482168964	0.674414003352	0.814865004882	1.0	2.06050169845e-06	3.70502326763e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae	0.176352067156	0.67452714293	0.814865004882	1.0	2.22757141278e-06	3.99809198017e-07
